title,description,coding,sentiment
"What Harris, Trump campaigns are zeroing in on ahead of Election Day","Former President Donald Trump and Vice President Kamala Harris are looking to emphasize their key campaign messages in the homestretch of the 2024 election. Both candidates also reacted to President Joe Biden's ""garbage"" comments. CBS News' Libby Cathey, Weij…",campaign,neutral
"CBS News poll has closer look inside gender gap as Trump, Harris draw even","Nine days before Election Day, a new CBS News poll  shows the race between Kamala Harris and Donald Trump is as close as it's ever been, both nationally and in battleground states. Meanwhile, the gender gap in voter support for the candidates is the largest i…",polls,neutral
"Harris to Michigan, Trump to Georgia as comedian's offensive rally comments go viral",Vice President Kamala Harris has responded to the offensive and racist comments that comedian Tony Hinchcliffe delivered during former President Donald Trump's rally at Madison Square Garden. This comes as Harris heads to Michigan and Trump goes to Georgia fo…,campaign,neutral
"Comedian at Trump rally draws backlash for calling Puerto Rico a ""floating pile of garbage""","Former President Donald Trump rallied at Madison Square Garden in Manhattan, talking about the economy, the border and unleashing attacks on Vice President Kamala Harris. Allies joined the former president at the rally, but a joke about Puerto Rico by a comed…",oppositions,neutral
New CBS News poll shows Harris and Trump tied both nationally and in battleground states,"With just eight days until Election Day, a new CBS News poll has Kamala Harris and Donald Trump locked in a virtual tie both nationally and collectively across battleground states. CBS News senior White House correspondent Weijia Jiang has more on how the cam…",polls,neutral
Harris campaigns in Philadelphia as Trump rallies in New York City,"Vice President Kamala Harris hit several stops at she campaigned across Philadelphia on Sunday. Former President Donald Trump, meanwhile, held a rally at Madison Square Garden. Weijia Jiang has more on the campaigns.",campaign,neutral
Harris to give closing argument in D.C. as Trump campaigns in Pennsylvania,"Seven days before Election Day, former President Donald Trump will have rallies in Pennsylvania while Vice President Kamala Harris will give a speech at the park south of the White House.",campaign,neutral
Can Puerto Rico vote in U.S. elections? What to know amid Trump rally backlash,Comedian Tony Hinchcliffe is facing a backlash over an offensive joke about Puerto Rico at a Trump rally days before the 2024 election.,nt,negative
"Harris and Trump tied in Pennsylvania with 1 week left, CBS News poll finds",The 2024 presidential race is tied in Pennsylvania one week from Election Day. A new CBS News poll finds that Vice President Kamala Harris and former President Donald Trump have 49% there. CBS News executive director of elections and surveys Anthony Salvanto …,polls,neutral
"Harris speech at Ellipse to offer ""a different path"" than Trump","Vice President Kamala Harris will deliver remarks at the same spot Trump inspired his supporters to march to Capitol on Jan. 6, 2021.",nt,neutral
How Trump and Harris' health care stances and policy plans compare,A look at Kamala Harris and Donald Trump's stances on health care and what they've said about health care policy going into 2024 presidential election.,policy,neutral
Trump rallies Latino voters in Pennsylvania as campaign focuses on Biden's remark,"Former President Trump and other Republicans were quick to jump on comments from President Biden as Trump's campaign sought to pivot away from the controversy over racist remarks at his mega-rally on Sunday. Caitlin Huey-Burns is in Pennsylvania, where Trump …",campaign,neutral
When will we know whether Harris or Trump won?,"Once polls close on Tuesday, a winner may not be projected for several hours, days or even weeks.",nt,neutral
Ten reasons why either Trump or Harris might win,"Polls suggest the race is deadlocked - but if one candidate pulls away, these factors could explain why.",polls,neutral
How Donald Trump came back from the political abyss,North America correspondent Anthony Zurcher explores a disgraced White House exit and a comeback for the ages.,campaign,neutral
Final polls show Harris and Trump headed for a photo finish,Final polling shows Kamala Harris and Donald Trump virtually tied a day before the election.,polls,neutral
How the cost of childcare is expected to change under Trump or Harris,BI looked at Harris and Trump's past track records and proposed policies to see how the election could affect childcare affordability.,policy,neutral
Trump Closes Out Election Campaign By Threatening Michelle Obama,"At a rally in North Carolina, the Republican nominee asked his supporters a shocking question about the former first lady.",statements,neutral
"The US economy is in for a double shock if Trump is elected president, Nobel economist Paul Krugman says","Trump is proposing two policies that could result in a double-shock for the US economy, according to Nobel economist Paul Krugman.",oppositions,neutral
Kamala Harris mocks Donald Trump as she joins long list of politicians to cameo on 'Saturday Night Live',"During her cameo, Harris appeared to poke fun at a recent video of Trump struggling to climb into a garbage truck at a campaign event.",oppositions,neutral
Trump says he could lose: ‘Bad things could happen’,Former President Trump told ABC News on Sunday that he could imagine losing the presidential election to Vice President Harris. ABC News chief Washington...,statements,neutral
Trump spurs backlash with Cheney guns ‘trained on her face’ remarks,Former President Trump is spurring backlash with his comments about former Rep. Liz Cheney (R-Wyo.) in which he described her having guns “trained on her...,statements,negative
"Gay Men Are Dragging J.D. Vance After He Said He Wouldn't Be Surprised If He And Trump Won ""The Normal Gay Guy Vote""","What exactly is a ""normal gay guy vote""?View Entire Post ›",nt,neutral
Nevada 2024 Trump-Harris Polls: Trump Holds Razor-Thin Advantage—As Harris Struggles With Latinos,Nevada has voted for Democrats in every presidential election since 2008.,polls,neutral
Georgia 2024 Trump-Harris Polls: Trump (Barely) Ahead In Most Final Surveys,Biden was the first Democratic presidential candidate to win Georgia since 1992.,polls,positive
Michigan 2024 Trump-Harris Polls: Trump Leads In Latest Survey—But Race Remains Tight,Biden flipped Michigan in the 2020 election.,polls,positive
Arizona 2024 Trump-Harris Polls: Trump Maintains Lead In Latest Survey,"President Joe Biden narrowly won the battleground state in 2020 over Trump, who sought to overturn election results in the state.",polls,neutral
Latino Crypto Voters: Trump Rally Comments Spark Election Shift Debate,Will Trump rally comments about Puerto Rico sway Latino crypto voters in 2024? Explore how cultural respect and financial interests could shape a pivotal election shift.,polls,neutral
Why Eric Trump Likely Isn’t As Rich As His Siblings,"An executive vice president of the Trump Organization, Eric Trump gets most of his fortune from running his dad’s companies rather than equity in the businesses.",nt,neutral
Michigan 2024 Trump-Harris Polls: Tie In Latest Survey,Biden flipped Michigan in the 2020 election.,polls,positive
Trump Vs. Harris On Immigration Deportation Or Path To Citizenship?,Donald Trump pledges to deport all immigrants within the U.S. without legal status. Kamala Harris calls for a Path to Citizenship for them. Who is right?,policy,negative
"Trump, Madoff And The Art (And Science) Of Pathological Lying","No matter one’s politics, there can be little doubt among rational people that Donald Trump is the greatest falsifier who ever held the American presidency.",oppositions,negative
The Polar Opposite Tax Policies Of Harris And Trump,"Harris backs tax cuts for low- and moderate-income households. Trump has proposed big tariffs and tax cuts aimed at specific, but disparate, constituencies.",policy,neutral
Trump Media Shares Halted Again For Volatile Trading As Price Falls,Shares of the Truth Social parent have surged this month before a recent selloff.,nt,neutral
Can Trump And Harris Tie? It’s Possible—Here’s What Would Happen,The House would select the president and the Senate would pick the vice president.,polls,neutral
Donald Trump's Net Worth Down $1 Billion As Trump Media Shares Plummet | Forbes Topline,"Former President Donald Trump's net worth has dropped more than $1 billion Wednesday, as shares in Trump Media & Technology Group plummeted 20% ending a day's long rally for the company's stock as Election Day nears.    Read the full story on Forbes: https://…",wellbeing,negative
North Carolina 2024 Trump-Harris Polls: No Clear Leader In 3 New Polls,Polls show Trump and Harris are in a virtual tie for North Carolina’s 16 electoral college votes.,polls,neutral
NBC Airs Trump Message After FCC Commissioner Flags ‘Equal Time’ Concerns Over Harris SNL Appearance,"On Saturday, FCC Commissioner Brendan Carr criticized Harris’ Saturday Night Live appearance as a “blatant effort” by the network to evade the agency’s “Equal Time rule.”",nt,negative
Pennsylvania 2024 Trump-Harris Polls: Race Is Tied In 2 New Polls Of Key Battleground,Pennsylvania has voted for 10 of the last 12 White House winners.,polls,neutral
How Donald Trump Jr. Built A Fortune On His Dad’s Political Career,"The former president’s oldest child still helps run the family business, but has been finding ways to cash in through politics in recent years.",nt,neutral
"Whether Harris Or Trump Wins, Social Media Ensures We Remain Divided","The age of the anti-social networks is already in full swing, and the platforms will almost make sure we remain divided.",nt,negative
Trump Media Stock (DJT) - Why DJT Fell 40% And What Comes Next,Four reasons tell the story,nt,neutral
North Carolina 2024 Trump-Harris Polls: No Clear Leader In 4 New Polls,Polls show Trump and Harris are in a virtual tie for North Carolina’s 16 electoral college votes.,polls,neutral
Trump Primary Challenger Sentenced To Over 15 Years On Tax Charges,"Castro wrote he ""failed to explain to clients that were not in  a position to understand and provide informed consent to such a novel and complex legal interpretation"".",nt,negative
Pennsylvania 2024 Trump-Harris Polls: Race Is Tied In 2 New Polls Of Crucial Battleground,Pennsylvania has voted for 10 of the last 12 White House winners.,polls,neutral
Liz Cheney Slams ‘Dictator’ Trump After He Suggests There Should Be Guns ‘Trained On Her Face’,The former GOP congresswoman has become an outspoken Kamala Harris supporter ahead of the election.,oppositions,neutral
Pennsylvania 2024 Trump-Harris Polls: Race Virtually Tied In 8 New Surveys Of Vital Battleground,Pennsylvania has voted for 10 of the last 12 White House winners.,polls,neutral
Trump Investigated By Arizona AG Over Gun Comments About Liz Cheney,"Trump suggested Cheney, an outspoken critic of his, should have guns “trained on her face” during a Thursday event in Arizona.",oppositions,neutral
Why A Tiny Polling Error Could Lead To A Trump—Or Harris—Electoral Landslide,"If polls are off by just two points in favor of one candidate, they could win by a landslide.",polls,neutral
Mark Cuban Says Trump Is 'Never' Seen With 'Intelligent Women’—Sparking Outrage On The Right,Cuban made the comments while discussing Trump’s ability to court Nikki Haley voters during an appearance on “The View” Thursday.,oppositions,neutral
"Mark Cuban Defends Saying Donald Trump Is Intimidated By ‘Strong, Intelligent Women’","“Donald Trump, you never see him around strong, intelligent women. Ever,” Cuban said Thursday on ABC’s The View.",oppositions,negative
Trump Takes Questions From Garbage Truck As Campaigns Seize On Each Other’s ‘Garbage’ Remarks,The stunt was done in response to a comment made by President Joe Biden in which he criticized a disparaging comment about Puerto Rico made at Trump’s recent New York rally and appeared to call Trump’s supporters garbage.,campaign,negative
Harris Retakes Election Odds Lead With Betting Market—As Trump Remains Favorite,Election prediction markets have recently tilted toward Harris as Election Day nears.,polls,neutral
Pennsylvania 2024 Trump-Harris Polls: Race Virtually Tied In 7 New Surveys Of Vital Battleground,Pennsylvania has voted for 10 of the last 12 White House winners.,polls,neutral
Former GOP Senator John Danforth: ‘Nobody Has Done More Damage To The Country’ Than Trump,"On “Forbes Newsroom,” former Missouri Senator John Danforth claimed that “nobody has done more damage to the country” than the 45th President.",oppositions,negative
Why Trump Has More Debt Now Than When He Was President,"The Republican nominee owes more money today than he ever did during his first presidency, according to a Forbes analysis.",wellbeing,neutral
Harris Election Betting Odds Rise To Weekly High—But Trump Still Market’s Favorite,Prediction markets give Trump higher odds of victory than poll-based models with the election four days out.,polls,neutral
These Demographics Could Decide Tomorrow’s Trump-Harris Race In The 7 Swing States,"Trump and Harris are polling within single digits of each other in key states like Pennsylvania, Georgia, Michigan and Wisconsin.",polls,neutral
Can Trump And Harris Tie In Tomorrow’s Election? It’s Possible—Here’s What Would Happen,The House would select the president and the Senate would pick the vice president.,polls,neutral
Trump vs. Harris: Here?s Who?s Raised More In Battleground States | Forbes Topline,"Former President Donald Trump and Vice President Kamala Harris have collectively raised $154 million in the seven biggest battleground states, and while Harris? fundraising has far surpassed Trump?s overall, the ex-president is within striking distance of her…",polls,positive
Nevada 2024 Trump-Harris Polls: Harris Leads In Latest 3 Surveys—As She Struggles With Latinos,Nevada has voted for Democrats in every presidential election since 2008.,polls,neutral
Pennsylvania 2024 Trump-Harris Polls: Race Is Tied In Final New York Times/Siena Poll,Pennsylvania has voted for 10 of the last 12 White House winners.,polls,neutral
Trump-Harris Betting Markets And Swing States Odds With U.S. President Projections,"Election betting has become a major talking point during the 2024 U.S. presidential election. The Swing States are the focus less than 1-week ahead of the Nov. 5 election. Trump-Harris betting odds, markets and presidential projections with information you ca…",polls,neutral
Elon Musk’s ‘United States Of America Inc’ Is Mailing Checks To His Pro-Trump PAC Supporters,"The tech billionaire’s mysterious new company, first reported by Forbes, reveals its purpose.",endorsements,neutral
Pennsylvania Fraud Claims Debunked: Trump And Elon Musk Spreading False Fraud Claims In Battleground State,Trump is already sowing distrust in the election results before the polls have closed.,statements,negative
How The Economy Really Fared Under Biden/Harris And Trump—From Jobs To Inflation (Final Update),The final economic data is in ahead of the election—here's what the numbers say about the Trump and Biden/Harris economies.,policy,neutral
Here’s When We’ll Know The Trump-Harris Election Results In Must-Win States,Officials estimate it could take almost two weeks to count ballots in Arizona.,polls,neutral
Nevada 2024 Trump-Harris Polls: Harris Leads In Latest 2 Surveys—As She Struggles With Latinos,Nevada has voted for Democrats in every presidential election since 2008.,polls,neutral
Michigan 2024 Trump-Harris Polls: Harris Leads In Latest Survey—But Race Remains Tight,Biden flipped Michigan in the 2020 election.,polls,positive
Why Outlier Poll Showing Harris Winning Iowa Could Spell Trouble For Trump,"Trump trails Harris by three points, after leading her by four in the group’s September survey.",polls,neutral
Trump Says He Wouldn’t Mind Someone Shooting Through ‘Fake News’ At Rally,Trump also said during the same rally that he “shouldn’t have left” the White House after his 2020 loss.,statements,negative
"Trump Open To RFK Jr.’s Anti-Water Fluoride Proposal, Doesn’t Rule Out Banning Some Vaccines",Kennedy said Trump’s administration would “advise all U.S. water systems to remove fluoride from public water” on his first day in office.,policy,neutral
Harris And Trump’s Biggest Celebrity Endorsements: YouTuber Jake Paul Endorses Trump—But He Can’t Vote,"Jake Paul moved to Puerto Rico in May 2023, giving up his right to vote in presidential elections.",endorsements,neutral
Trump Says He ‘Never Even Thought About’ Ending Obamacare—Despite Signing Measure Backing Its Repeal,"Former President Donald Trump called Vice President Kamala Harris a liar for saying he wanted to repeal the Affordable Care Act, despite him making multiple attempts to do so while in office.",policy,negative
"Joe Rogan Baselessly Claims YouTube Search Suppressed Trump Interview, Talks Harris In Latest Episode",Rogan’s latest podcast episode interviewing Donald Trump faced technical difficulties early on. But now Rogan says it has a bigger issue.,nt,negative
‘Couch Potato Voters’ Could Help Trump Defeat Kamala Harris: Top Pollster,"On ""Forbes Newsroom,"" HarrisX Founder and CEO Dritan Nesho discussed a new HarrisX/Forbes Poll showing a statistically tied race for the presidency between vice president Kamala Harris and former president Donald Trump.",polls,neutral
Playing The U.S. Elections - Part 1: Stocks To Pick If You Favor Trump,The U.S. Presidential election is nearing its curtain call. Which stocks are likely to do well if Trump wins?,policy,neutral
Here’s Where Analysts Expect Bitcoin Prices Will Head Under Harris And Trump,Bitcoin prices and Trump’s election betting market odds have been tightly correlated in recent months.,policy,neutral
Trump?s Betting Market Lead Narrowed Over The Weekend But Remains Favorite To Win | Forbes Topline,"Former President Donald Trump?s lead over Vice President Kamala Harris in the election betting markets narrowed sharply over the weekend, with the Democrat even taking a small lead in one of the five big markets, as the betting market responded to some favora…",polls,neutral
Trump Or Harris: Bitcoin’s Fate May Hang On The U.S. Presidential Election,If you buy the narrative that the current administration hates crypto then a Trump win is better for the asset.,policy,negative
JD Vance Tells Rogan He Went Into ‘Fight Or Flight’ Mode After Thinking Trump Was Killed In Assassination Attempt,"Vance made the comments on the “Joe Rogan Experience” podcast, days after Trump appeared for an interview.",nt,neutral
Will Third-Party Candidates Be 2024 Spoilers? Here’s What To Know—As Trump-Harris Race Nearly Tied.,"The swing states—primed to decide the election in 2024—have third-party candidates on their ballots, which could skew a winning margin in November.",nt,neutral
Wisconsin 2024 Trump-Harris Polls: Harris Leads In 4 New Surveys—As Others Show A Near-Tie,"Biden flipped Wisconsin in 2020, but it's expected to be close this year.",polls,neutral
Trump Dismisses Advisors And Repeats ‘Protect’ Women Line—Says He’ll Do It ‘Whether The Women Like It Or Not’,"Trump said his advisors urged him not to describe himself as the “protector” of women, but he dismissed it and said he’ll keep doing it anyway.",statements,negative
"Trump-Harris Push To The White House With US Presidential Odds, Polls And Press Updates On Eve Of Election","Final day and hours ahead of Nov. 5 Election Day for U.S. President. Market update with news, polls, odds & information you can bet on between Donald Trump and Kamala Harris.",polls,neutral
"Trump Vs. Harris 2024 Polls: Harris Leads In 2 Surveys, Tie In 1 Other—As Race Tightens",Most polls indicate a tight race between Donald Trump and Kamala Harris.,polls,neutral
"Election 2024 Swing State Polls: Near-Tie In ‘Blue Wall,’ As Trump Commands Arizona And Harris Leads Nevada (Updated)",There's no clear leader in the seven swing states likely to decide the election.,polls,neutral
Georgia 2024 Trump-Harris Polls: Harris Has Rare Lead In Latest Poll—As GOP Aims To Reclaim State,Biden was the first Democratic presidential candidate to win Georgia since 1992.,polls,positive
Wisconsin 2024 Trump-Harris Polls: Harris Leads In 5 New Surveys—As Others Show A Near-Tie,"Biden flipped Wisconsin in 2020, but it's expected to be close this year.",polls,neutral
Pennsylvania Is This Year’s Most Crucial Swing State—Here’s How Harris Or Trump Could Still Win Tomorrow Without It,The winner in Pennsylvania will most likely take the 2024 election—but either candidate could win without the Keystone State.,polls,neutral
Trump and Harris to rally in the Rust Belt,Latest news and live updates on the 2024 election. Follow the Trump-Vance and Harris-Walz campaigns in Michigan and Wisconsin ahead of the presidential election next week.,campaign,neutral
Ohio's historically expensive Senate race hinges on Trump ticket-splitters,"VERMILION, Ohio — Sen. Sherrod Brown, D-Ohio, is fighting for his political life, locked in what polls show as a dead heat between him and Republican businessman Bernie Moreno.",polls,neutral
Trump hits three battleground states,"Former President Donald Trump held campaign events in Pennsylvania, North Carolina and Georgia on Sunday. Nikole Killion reports.",campaign,neutral
Trump campaign debuts Halloween-themed billboards,"The Trump campaign will place billboards in Erie, Pennsylvania; near Marquette University in Milwaukee, Wisconsin; and in Las Vegas.",campaign,neutral
Trump campaign pounces on latest jobs report,"The Trump campaign is pouncing on the new jobs report from the Labor Department which shows 12,000 jobs were created last month. Hiring slowed while the country was hit by two major hurricanes and tens of thousands of Boeing workers walked off the job. Caitli…",campaign,neutral
"Exclusive — JD Vance Response to Mark Cuban: ‘Insulting to My Wife,’ Melania Trump, Lara Trump and All Women Supporting Trump","Vice Presidential Candidate JD Vance responded to Mark Cuban's statement on The View that Donald Trump is never around ""strong, intelligent women.""
The post Exclusive — JD Vance Response to Mark Cuban: ‘Insulting to My Wife,’ Melania Trump, Lara Trump and All…",nt,neutral
Election 2024 Swing State Polls: Harris And Trump Virtually Tied In Battlegrounds—With Latest Polls Showing Harris Ahead Up North (Updated),There's no clear leader in the seven swing states likely to decide the election.,polls,neutral
Harris says Trump 'devalues' women's ability to make their own choices,"In an exclusive interview with NBC News, the vice president criticized Trump's comments about protecting women ""whether the women like it or not.""",oppositions,negative
Trump co-defendant Kenneth Chesebro suspended from practicing law in New York,"A state appellate court in New York suspended Kenneth Chesebro, who struck a plea deal with prosecutors pursuing the 2020 election interference case against former President Donald Trump, from practicing law there.",nt,neutral
"Vance, in Joe Rogan interview, predicts Trump will win 'the normal gay guy vote'","In an interview with popular podcaster Joe Rogan, Sen. JD Vance suggested he and Donald Trump can win the ""normal gay guy vote.""",endorsements,neutral
Elon Musk's influence over Trump is being closely watched by Beijing,"Tech billionaire Elon Musk’s influence over former President Donald Trump could be good news for China, where he has extensive business interests.",nt,positive
Trump and Harris offer split-screen closing messages in dueling Milwaukee rallies,"Donald Trump and Kamala Harris' differing styles of were on full display during dueling rallies Friday night in Milwaukee, the largest city in one of the nation’s most important swing states.",campaign,neutral
"WATCH: Orthodox Jews Rally for Trump, as Obama Claims Trump Is Antisemitic","Orthodox Jews in the ultra-religious enclave of Monsey, New York, rallied on Sunday for former President Donald Trump -- as former President Barack Obama was telling Jewish voters in Wisconsin that Trump is antisemitic.
The post WATCH: Orthodox Jews Rally for…",endorsements,neutral
Nolte: Jonah Goldberg Says Trump Made Him Lie About Trump Wanting Liz Cheney Executed,"The disgraced Jonah Goldberg’s latest act of liberal fascism involves him lying about Donald Trump on CNN and then claiming it was Donald Trump who made him lie.
The post Nolte: Jonah Goldberg Says Trump Made Him Lie About Trump Wanting Liz Cheney Executed ap…",nt,negative
Donald Trump Praised by Arab-Americans in Dearborn: 'Look to Trump Presidency with Hope',"Former President Donald Trump was praised by Arab-Americans in Dearborn, Michigan, on Friday, who revealed that they were looking to a ""Trump presidency with hope.""
The post Donald Trump Praised by Arab-Americans in Dearborn: ‘Look to Trump Presidency with Ho…",endorsements,positive
Trump Media outsourced jobs to Mexico as Trump pushed 'America First',"ProPublica is a Pulitzer Prize-winning investigative newsroom. Sign up for The Big Story newsletter to receive stories like this one in your inbox.

Former President Donald Trump’s social media company outsourced jobs to workers in Mexico even as Trump public…",policy,positive
